school;sex;age;address;famsize;Pstatus;Medu;Fedu;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3;desercion;asignatura;absences_original;sex_F;address_U;famsize_GT3;Pstatus_T;school_GP;Mjob_health;Mjob_other;Mjob_services;Mjob_teacher;Fjob_health;Fjob_other;Fjob_services;Fjob_teacher;reason_home;reason_other;reason_reputation;guardian_mother;guardian_other;aprobado;progreso_g1_g3;nivel_alcohol;edu_familiar_media
GP;M;15;U;GT3;T;4;3;2;2;0;0;1;1;0;1;1;1;0;5;4;3;1;2;3;2.0;10;10;11;0;mat;2;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;1.5;3.5
GP;M;15;U;GT3;A;2;2;1;3;0;0;1;0;0;1;1;1;1;4;5;2;1;1;3;0.0;14;16;16;0;mat;0;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;2;1.0;2.0
GP;F;16;U;GT3;T;4;4;1;1;0;0;1;0;0;1;1;1;0;4;4;4;1;2;2;4.0;14;14;14;0;mat;4;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1.5;4.0
GP;F;16;U;GT3;T;4;4;1;3;0;0;1;1;1;1;1;1;0;3;2;3;1;2;2;6.0;13;14;14;0;mat;6;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;1;1.5;4.0
GP;F;16;U;GT3;T;3;3;3;2;0;1;1;0;1;1;1;0;0;5;3;2;1;1;4;4.0;8;10;10;0;mat;4;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;2;1.0;3.0
GP;M;17;U;GT3;T;3;2;1;1;3;0;1;0;1;1;1;1;0;5;5;5;2;4;5;16.0;6;5;5;0;mat;16;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;-1;3.0;2.5
GP;M;16;U;LE3;T;4;3;1;1;0;0;0;1;1;1;1;1;0;3;1;3;1;3;5;4.0;8;10;10;0;mat;4;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;2;2.0;3.5
GP;M;15;U;GT3;T;4;3;1;2;0;0;0;0;0;1;1;1;0;4;4;1;1;1;1;0.0;13;14;15;0;mat;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;2;1.0;3.5
GP;M;15;U;GT3;T;4;4;1;1;0;0;1;1;0;1;1;1;0;5;4;2;1;1;5;0.0;12;15;15;0;mat;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;3;1.0;4.0
GP;M;16;U;LE3;T;4;2;1;2;0;0;0;0;1;1;1;1;0;4;5;1;1;3;5;2.0;15;15;16;0;mat;2;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;1;2.0;3.0
GP;M;16;U;LE3;T;2;2;2;2;0;0;1;0;1;1;1;1;0;5;4;4;2;4;5;0.0;13;13;12;0;mat;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;-1;3.0;2.0
GP;F;15;R;GT3;T;2;4;1;3;0;1;1;1;1;1;1;1;0;4;3;2;1;1;5;2.0;10;9;8;0;mat;2;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;-2;1.0;3.0
GP;F;16;U;GT3;T;2;2;1;1;2;0;1;1;0;0;1;1;0;1;2;2;1;3;5;14.0;6;9;8;0;mat;14;1;1;1;1;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;2;2.0;2.0
GP;M;15;U;GT3;T;2;2;1;1;0;0;1;1;0;1;1;1;0;4;2;2;1;2;5;2.0;12;12;11;0;mat;2;0;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;-1;1.5;2.0
GP;M;15;U;GT3;T;4;2;1;1;0;0;0;1;0;1;1;1;0;2;2;4;2;4;1;4.0;15;16;15;0;mat;4;0;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;3.0;3.0
GP;M;16;U;LE3;A;3;4;1;2;0;1;1;0;1;1;1;1;0;5;3;3;1;1;5;4.0;11;11;11;0;mat;4;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1.0;3.5
GP;M;16;U;GT3;T;4;4;1;2;0;0;1;1;1;1;1;1;1;4;4;5;5;5;5;16.0;10;12;11;0;mat;16;0;1;1;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0;1;1;5.0;4.0
GP;M;15;U;GT3;T;4;4;1;2;0;0;1;1;0;0;1;1;0;5;4;2;3;4;5;0.0;9;11;12;0;mat;0;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;1;3;3.5;4.0
GP;M;15;U;GT3;T;4;4;2;2;0;0;1;0;1;1;1;1;0;4;3;1;1;1;5;0.0;17;16;17;0;mat;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1.0;4.0
GP;M;15;R;GT3;T;4;3;1;2;0;0;1;0;1;1;1;1;1;4;5;2;1;1;5;0.0;17;16;16;0;mat;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;-1;1.0;3.5
GP;M;15;U;LE3;T;3;3;1;2;0;0;0;0;1;0;1;1;0;5;3;2;1;1;2;0.0;8;10;12;0;mat;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;4;1.0;3.0
GP;M;16;U;GT3;T;3;2;1;1;0;0;1;1;0;0;1;1;0;5;4;3;1;1;5;0.0;12;14;15;0;mat;0;0;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;3;1.0;2.5
GP;F;15;U;GT3;T;2;3;2;1;0;0;1;0;1;1;1;0;0;3;5;1;1;1;5;0.0;8;7;6;0;mat;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;-2;1.0;2.5
GP;M;15;U;LE3;T;4;3;1;3;0;0;1;0;1;1;1;1;0;5;4;3;1;1;4;2.0;15;16;18;0;mat;2;0;1;0;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;3;1.0;3.5
GP;M;16;R;GT3;A;4;4;2;3;0;0;1;0;1;1;1;1;1;2;4;3;1;1;5;7.0;15;16;15;0;mat;7;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;1.0;4.0
GP;F;15;R;GT3;T;3;4;1;3;0;1;1;1;1;1;1;1;0;4;3;2;1;1;5;2.0;12;12;11;0;mat;2;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;-1;1.0;3.5
GP;F;15;R;GT3;T;2;2;1;1;0;1;1;1;1;1;1;0;0;4;3;1;1;1;2;8.0;14;13;13;0;mat;8;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;-1;1.0;2.0
GP;F;16;U;LE3;T;2;2;2;2;1;0;1;0;1;0;1;1;1;3;3;3;1;2;3;18.299999999999955;7;10;11;0;mat;25;1;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;4;1.5;2.0
GP;M;15;U;LE3;T;4;4;1;1;0;0;1;0;0;0;1;1;1;5;4;3;2;4;5;8.0;12;12;12;0;mat;8;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0;3.0;4.0
GP;M;15;U;GT3;T;4;4;1;2;0;0;1;0;1;1;1;1;0;4;3;3;1;1;5;2.0;19;18;18;0;mat;2;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;-1;1.0;4.0
GP;M;15;U;GT3;T;2;2;1;1;0;1;1;0;0;1;1;1;0;5;4;1;1;1;1;0.0;8;8;11;0;mat;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;3;1.0;2.0
GP;F;16;U;LE3;T;2;2;2;2;1;1;0;0;1;1;1;1;0;4;3;3;2;2;5;14.0;10;10;9;0;mat;14;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;2.0;2.0
GP;F;15;U;LE3;A;4;3;1;2;0;1;1;1;1;1;1;1;1;5;2;2;1;1;5;8.0;8;8;6;0;mat;8;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;-2;1.0;3.5
GP;F;16;U;LE3;A;3;3;1;2;0;0;1;0;0;1;1;1;0;2;3;5;1;4;3;12.0;11;12;11;0;mat;12;1;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;2.5;3.0
GP;M;16;U;GT3;T;4;3;1;4;0;0;0;0;1;1;1;1;0;4;2;2;1;1;2;4.0;19;19;20;0;mat;4;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1.0;3.5
GP;M;15;U;GT3;T;4;2;1;2;0;0;1;1;0;1;1;0;0;4;3;3;2;2;5;2.0;15;15;14;0;mat;2;0;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;-1;2.0;3.0
GP;F;15;U;GT3;T;4;4;1;2;1;1;1;0;1;0;1;1;0;4;4;4;1;1;3;2.0;7;7;7;0;mat;2;1;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1.0;4.0
GP;F;16;U;LE3;T;2;2;3;2;0;0;1;1;0;1;1;1;0;4;3;3;2;3;4;2.0;12;13;13;0;mat;2;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;2.5;2.0
GP;F;15;U;LE3;T;4;2;1;2;0;0;1;1;0;1;1;1;0;4;3;3;1;1;5;2.0;11;13;13;0;mat;2;1;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;2;1.0;3.0
GP;M;15;U;LE3;A;4;2;2;1;1;0;0;0;0;1;1;0;0;5;5;5;3;4;5;6.0;11;11;10;0;mat;6;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;-1;3.5;3.0
GP;F;15;U;GT3;T;4;4;1;1;0;1;1;1;0;1;1;1;0;3;3;4;2;3;5;0.0;8;10;11;0;mat;0;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;3;2.5;4.0
GP;F;15;U;LE3;A;3;3;1;1;0;0;0;1;0;1;1;1;0;5;3;4;4;4;1;6.0;10;13;13;0;mat;6;1;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;3;4.0;3.0
GP;F;16;U;GT3;A;2;1;1;2;0;0;0;1;1;1;1;1;1;5;3;4;1;1;2;8.0;8;9;10;0;mat;8;1;1;1;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;2;1.0;1.5
GP;F;15;U;GT3;A;4;3;1;2;0;0;1;1;1;1;1;1;0;4;3;2;1;1;1;0.0;14;15;15;0;mat;0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;1;1.0;3.5
GP;M;15;U;GT3;T;4;4;1;2;0;0;1;0;1;1;1;0;0;3;2;2;1;1;5;4.0;14;15;15;0;mat;4;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;1;1.0;4.0
GP;M;15;U;LE3;T;1;2;1;2;0;1;1;0;1;1;1;1;0;4;3;2;1;1;5;2.0;9;10;9;0;mat;2;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1.0;1.5
GP;F;16;U;GT3;T;4;2;1;2;0;0;1;0;0;1;1;1;0;4;2;3;1;1;5;2.0;15;16;16;0;mat;2;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;1.0;3.0
GP;F;16;R;GT3;T;4;4;1;2;0;0;1;0;1;1;1;0;0;2;4;4;2;3;4;6.0;10;11;11;0;mat;6;1;0;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;2.5;4.0
GP;F;16;U;GT3;T;1;1;4;1;0;1;1;0;1;0;1;1;1;5;5;5;5;5;5;6.0;10;8;11;0;mat;6;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;5.0;1.0
GP;F;16;U;LE3;T;1;2;1;2;0;1;0;0;1;1;1;1;0;4;4;3;1;1;1;4.0;8;10;9;0;mat;4;1;1;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1.0;1.5
GP;F;16;U;GT3;T;4;3;1;3;0;1;1;1;1;1;1;1;0;3;4;4;2;4;4;2.0;10;9;9;0;mat;2;1;1;1;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;-1;3.0;3.5
GP;F;15;U;LE3;T;4;3;1;2;0;1;0;0;1;1;1;1;1;4;4;4;2;4;2;0.0;10;10;10;0;mat;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;3.0;3.5
GP;F;16;U;LE3;T;4;3;3;2;0;0;1;0;1;1;1;1;0;5;4;3;1;2;1;2.0;16;15;15;0;mat;2;1;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;-1;1.5;3.5
GP;M;15;U;GT3;A;4;4;1;4;0;0;1;0;1;0;1;1;1;1;3;3;5;5;3;4.0;13;13;12;0;mat;4;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;1;0;1;-1;5.0;4.0
GP;F;16;U;GT3;T;3;1;1;4;0;1;1;1;0;1;1;1;0;4;3;3;1;2;5;4.0;7;7;6;0;mat;4;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;-1;1.5;2.0
GP;F;15;R;LE3;T;2;2;2;2;0;1;1;1;0;1;1;1;0;4;1;3;1;3;4;2.0;8;9;8;0;mat;2;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;2.0;2.0
GP;F;15;R;LE3;T;3;1;2;4;0;0;1;0;0;0;1;1;0;4;4;2;2;3;3;12.0;16;16;16;0;mat;12;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;2.5;2.0
GP;M;16;U;GT3;T;3;1;2;4;0;0;1;1;0;1;1;1;0;4;3;2;1;1;5;0.0;13;15;15;0;mat;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;2;1.0;2.0
GP;M;15;U;GT3;T;4;2;1;4;0;0;0;0;0;1;1;1;0;3;3;3;1;1;3;0.0;10;10;10;0;mat;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1.0;3.0
GP;F;15;R;GT3;T;1;1;1;2;2;1;1;0;0;0;1;1;1;3;3;4;2;4;5;2.0;8;6;5;0;mat;2;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;-3;3.0;1.0
GP;M;16;U;GT3;T;3;1;1;1;0;0;0;0;1;1;1;0;0;5;3;2;2;2;5;2.0;12;12;14;0;mat;2;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;2;2.0;2.0
GP;F;16;U;GT3;T;3;3;1;2;0;1;1;1;1;1;1;1;0;4;3;3;2;4;5;18.299999999999955;11;12;11;0;mat;54;1;1;1;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;3.0;3.0
GP;M;15;U;GT3;T;4;3;1;2;0;0;1;1;1;1;1;1;0;4;3;3;2;3;5;6.0;9;9;10;0;mat;6;0;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;1;2.5;3.5
GP;M;15;U;GT3;T;4;0;2;4;0;0;0;0;1;1;1;1;0;3;4;3;1;1;1;8.0;11;11;10;0;mat;8;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;-1;1.0;2.0
GP;F;16;U;GT3;T;2;2;1;4;0;0;0;1;0;1;1;1;1;5;2;3;1;3;3;0.0;11;11;11;0;mat;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;2.0;2.0
GP;M;17;U;GT3;T;2;1;2;1;3;1;1;0;1;1;0;1;0;4;5;1;1;1;3;2.0;8;8;10;0;mat;2;0;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;2;1.0;1.5
GP;F;16;U;GT3;T;3;4;1;2;0;0;1;0;0;1;1;1;0;2;4;3;1;2;3;12.0;5;5;5;0;mat;12;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1.5;3.5
GP;M;15;U;GT3;T;2;3;1;1;0;1;1;1;1;0;1;1;1;3;2;2;1;3;3;2.0;10;12;12;0;mat;2;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;2;2.0;2.5
GP;M;15;U;GT3;T;2;3;1;3;0;1;0;1;0;0;1;1;0;5;3;2;1;2;5;4.0;11;10;11;0;mat;4;0;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;1.5;2.5
GP;F;15;U;LE3;T;3;2;1;2;0;0;1;1;0;1;1;1;0;4;4;4;1;1;5;10.0;7;6;6;0;mat;10;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;-1;1.0;2.5
GP;M;15;U;LE3;T;2;2;2;2;0;0;0;1;1;1;1;1;0;5;3;3;1;3;4;4.0;15;15;15;0;mat;4;0;1;0;1;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;2.0;2.0
GP;F;15;U;GT3;T;1;1;1;2;0;0;1;0;1;0;1;1;0;4;3;2;2;3;4;2.0;9;10;10;0;mat;2;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;2.5;1.0
GP;F;15;U;GT3;T;4;4;2;2;2;0;0;1;0;1;1;1;1;4;4;4;2;3;5;6.0;7;9;8;0;mat;6;1;1;1;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;2.5;4.0
GP;F;16;U;LE3;T;2;2;1;2;0;0;1;0;0;1;1;0;0;4;3;4;1;2;2;4.0;8;7;6;0;mat;4;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;-2;1.5;2.0
GP;F;15;U;GT3;T;4;2;1;3;0;0;1;0;1;1;1;1;0;5;3;3;1;3;1;4.0;13;14;14;0;mat;4;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;1;2.0;3.0
GP;M;16;U;GT3;T;2;2;2;2;1;0;0;1;1;0;1;1;0;4;4;2;1;1;3;12.0;11;10;10;0;mat;12;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;-1;1.0;2.0
GP;M;16;U;LE3;A;4;4;1;2;0;0;1;0;0;1;1;0;0;4;1;3;3;5;5;18.0;8;6;7;0;mat;18;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;-1;4.0;4.0
GP;F;16;U;GT3;T;3;3;1;3;0;0;1;1;0;1;1;1;1;4;3;3;1;3;4;0.0;7;7;8;0;mat;0;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;2.0;3.0
GP;F;15;U;GT3;T;4;3;1;1;0;0;0;1;1;1;1;1;0;4;5;5;1;3;1;4.0;16;17;18;0;mat;4;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;2;2.0;3.5
GP;F;16;U;LE3;T;3;1;1;2;0;1;1;0;0;1;1;0;0;3;3;3;2;3;2;4.0;7;6;6;0;mat;4;1;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;-1;2.5;2.0
GP;F;16;U;GT3;T;4;2;2;2;0;0;1;1;1;1;1;1;0;5;3;3;1;1;1;0.0;11;10;10;0;mat;0;1;1;1;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;-1;1.0;3.0
GP;M;15;U;LE3;T;2;2;1;4;0;0;1;0;1;1;1;1;0;4;3;4;1;1;4;6.0;11;13;14;0;mat;6;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;3;1.0;2.0
GP;F;15;R;GT3;T;1;1;2;4;1;1;1;1;1;1;1;1;0;3;1;2;1;1;1;2.0;7;10;10;0;mat;2;1;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;3;1.0;1.0
GP;M;16;R;GT3;T;4;3;2;1;0;1;1;0;1;0;1;1;0;3;3;3;1;1;4;2.0;11;15;15;0;mat;2;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;4;1.0;3.5
GP;F;16;U;GT3;T;2;1;1;2;0;0;1;1;0;1;1;0;1;4;3;5;1;1;5;2.0;8;9;10;0;mat;2;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;2;1.0;1.5
GP;F;16;U;GT3;T;4;4;1;1;0;0;0;0;1;0;1;1;0;5;3;4;1;2;1;6.0;11;14;14;0;mat;6;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;1;3;1.5;4.0
GP;F;16;U;GT3;T;4;3;1;3;0;1;1;1;0;1;1;1;0;5;3;5;1;1;3;0.0;7;9;8;0;mat;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1.0;3.5
GP;M;16;U;GT3;T;4;4;1;1;0;1;1;1;1;1;1;1;0;4;5;5;5;5;4;14.0;7;7;5;0;mat;14;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;-2;5.0;4.0
GP;M;16;U;GT3;T;4;4;1;3;0;0;1;0;1;1;1;1;1;4;4;3;1;1;4;0.0;16;17;17;0;mat;0;0;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1.0;4.0
GP;M;15;U;GT3;T;4;4;1;1;0;0;1;0;1;0;1;1;0;5;3;3;1;1;5;4.0;10;13;14;0;mat;4;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;4;1.0;4.0
GP;F;15;U;GT3;T;3;2;2;2;0;1;1;1;0;1;1;1;0;4;3;5;1;1;2;18.299999999999955;7;6;6;0;mat;26;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;-1;1.0;2.5
GP;M;15;U;GT3;A;3;4;1;2;0;0;1;1;1;1;1;1;0;5;4;4;1;1;1;0.0;16;18;18;0;mat;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;2;1.0;3.5
GP;F;15;U;GT3;A;3;3;1;4;0;1;0;0;0;1;1;0;0;4;3;3;1;1;4;10.0;10;11;11;0;mat;10;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;1.0;3.0
GP;F;15;U;GT3;T;2;2;1;4;0;1;1;1;0;1;1;1;0;5;1;2;1;1;3;8.0;7;8;8;0;mat;8;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1.0;2.0
GP;M;16;U;GT3;T;3;3;1;3;0;0;1;0;1;1;1;1;0;5;3;3;1;1;5;2.0;16;18;18;0;mat;2;0;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;2;1.0;3.0
GP;M;15;R;GT3;T;4;4;4;4;0;0;1;1;1;1;1;1;1;1;3;5;3;5;1;6.0;10;13;13;0;mat;6;0;0;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;3;4.0;4.0
GP;F;16;U;LE3;T;4;4;1;3;0;0;1;1;1;1;1;1;1;5;4;5;1;1;4;4.0;14;15;16;0;mat;4;1;1;0;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;2;1.0;4.0
GP;M;15;U;LE3;A;4;4;1;1;0;0;0;0;1;1;1;1;0;5;5;3;1;1;4;6.0;18;19;19;0;mat;6;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;1.0;4.0
GP;F;16;R;GT3;T;3;3;1;3;1;1;1;0;1;1;1;1;0;4;1;2;1;1;2;0.0;7;10;10;0;mat;0;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;3;1.0;3.0
GP;F;16;U;GT3;T;2;2;1;2;1;1;0;0;1;1;1;1;0;3;1;2;1;1;5;6.0;10;13;13;0;mat;6;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;3;1.0;2.0
